business_name,text_original,rating,rating_category,rating_group,review_word_count,final_cluster,theme,theme_confidence,restaurant_type
Churchill Bistro,We sat at the table; 10m away from the water; went for a swim and then came back to our table. They have changing cabins inside; very clean. Tried some cocktails and they were really good; but prices are like in Kos; Greece where we came from.,5,taste,POSITIVE (4-5),47,9,Positive Overall Experience,Medium,Other / Unknown
Churchill Bistro,It is a restaurant-bar with an extraordinary ambiance. It has an excellent location on Bodrum Beach. The service is top notch and leaves nothing to be desired.,5,indoor_atmosphere,POSITIVE (4-5),27,9,Positive Overall Experience,Medium,Other / Unknown
Churchill Bistro,Seaside; pleasant place; mediocre food; owners concerned.,4,outdoor_atmosphere,POSITIVE (4-5),7,9,Positive Overall Experience,Medium,Other / Unknown
Churchill Bistro,Beautifully located restaurant on the beach; very nice staff and very good value for money; would gladly come again.,5,outdoor_atmosphere,POSITIVE (4-5),19,9,Positive Overall Experience,Medium,Other / Unknown
Leman Kultur,Nice place with a view. Not bad in terms of food but ordinary.,3,taste,MIXED (3),13,9,Positive Overall Experience,Medium,Other / Unknown
Leman Kultur,A place where you pay for the view. In general; although the breakfast is good; 80tl per person for two people 160tl is a bit high.,4,indoor_atmosphere,POSITIVE (4-5),26,9,Positive Overall Experience,Medium,Other / Unknown
Leman Kultur,It has a location by the sea; a layout that allows for indoor and outdoor seating. Their waiters are nervous and sometimes indifferent.,3,menu,MIXED (3),23,9,Positive Overall Experience,Medium,Other / Unknown
Leman Kultur,It was very nice that the food was delicious; the place was facing the beauty of Alanya Castle and especially all the staff were interested.,5,outdoor_atmosphere,POSITIVE (4-5),25,9,Positive Overall Experience,Medium,Other / Unknown
Leman Kultur,Good salep was good; the employees were smiling..,4,indoor_atmosphere,POSITIVE (4-5),8,6,Staff & Service Quality,High,Other / Unknown
Leman Kultur,Food was tasteless. The waiters were not smiling at all.,3,taste,MIXED (3),10,5,Waiting Time & Service Friction,High,Other / Unknown
Leman Kultur,We wanted mint lemonade; they put mint syrup in the lemonade; when we asked; they said that's what we do; but if you don't like it; we'll change it and they changed it.,2,menu,NEGATIVE (1-2),33,0,Food Taste & Satisfaction,Medium,Other / Unknown
Leman Kultur,A large spacious place. If you want; you can relax inside and have something to drink.,5,indoor_atmosphere,POSITIVE (4-5),16,9,Positive Overall Experience,Medium,Other / Unknown
Leman Kultur,Location is nice. We love it as a family. Pizza was delicious.,5,taste,POSITIVE (4-5),12,4,Pizza Experience,High,Other / Unknown
Leman Kultur,Stylish; decent and clean place. I advise.,5,outdoor_atmosphere,POSITIVE (4-5),7,9,Positive Overall Experience,Medium,Other / Unknown
Leman Kultur,In a beautiful location by the sea; sometimes it gets very crowded; the service can be delayed,5,indoor_atmosphere,POSITIVE (4-5),17,6,Staff & Service Quality,High,Other / Unknown
Tatbak,I think it came with a change in taste with the price update.,2,menu,NEGATIVE (1-2),13,0,Food Taste & Satisfaction,Medium,Other / Unknown
Tatbak,It's nice; but it's very late. I place an order; it arrives an hour later; I would be happy if it was a little faster.,3,taste,MIXED (3),25,6,Staff & Service Quality,High,Other / Unknown
Tatbak,A delicious doner.,4,outdoor_atmosphere,POSITIVE (4-5),3,8,Burger Experience,High,Other / Unknown
Tatbak,the ambiance was nice.,4,indoor_atmosphere,POSITIVE (4-5),4,10,Short Positive Praise / Recommendation,High,Other / Unknown
Tatbak,Interest was good; but doner was a complete disaster. First of all; it came cold; there was no proper sauce in it; there was so much onion that I could not taste the meat at all.,2,menu,NEGATIVE (1-2),36,5,Waiting Time & Service Friction,High,Other / Unknown
Tatbak,Awesomeee,5,taste,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Tatbak,"Delicious doner. I went there with my friend, that was she's first. She liked too.",5,taste,POSITIVE (4-5),15,9,Positive Overall Experience,Medium,Other / Unknown
Tatbak,"Nice place, good price; good quality",5,menu,POSITIVE (4-5),6,9,Positive Overall Experience,Medium,Other / Unknown
Tatbak,Delicious!,4,taste,POSITIVE (4-5),1,10,Short Positive Praise / Recommendation,High,Other / Unknown
Tatbak,It was one of the best doner I've ever eaten in my life. Thank you very much.,5,outdoor_atmosphere,POSITIVE (4-5),17,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Tatbak,There were problems with cleaning. Chefs must wear gloves.,1,indoor_atmosphere,NEGATIVE (1-2),9,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Guzel Koy Cafe,The atmosphere is very nice; the flavors are also very good; but the prices are a bit high.,4,taste,POSITIVE (4-5),18,9,Positive Overall Experience,Medium,Cafe
Guzel Koy Cafe,We went for breakfast in the morning; the atmosphere is nice. breakfast items were good and tasty.,5,indoor_atmosphere,POSITIVE (4-5),17,5,Waiting Time & Service Friction,High,Cafe
Guzel Koy Cafe,The cafe was cheap enough; I ate with my family.,5,menu,POSITIVE (4-5),10,5,Waiting Time & Service Friction,High,Cafe
Guzel Koy Cafe,We ordered breakfast; the table was full. It was truly fascinating. I advise.,5,taste,POSITIVE (4-5),13,5,Waiting Time & Service Friction,High,Cafe
Guzel Koy Cafe,The indoor atmosphere was nice; but I can't say the same for the outdoor,4,indoor_atmosphere,POSITIVE (4-5),14,7,"Cleanliness, Ambience & Environment",High,Cafe
Guzel Koy Cafe,We were very satisfied from the staff to the meal.,5,taste,POSITIVE (4-5),10,5,Waiting Time & Service Friction,High,Cafe
Guzel Koy Cafe,Ambiance was good.,4,indoor_atmosphere,POSITIVE (4-5),3,10,Short Positive Praise / Recommendation,High,Cafe
Guzel Koy Cafe,Clean business; I liked it.,5,taste,POSITIVE (4-5),5,6,Staff & Service Quality,High,Cafe
Guzel Koy Cafe,They didn't care about us when we went.,1,indoor_atmosphere,NEGATIVE (1-2),8,7,"Cleanliness, Ambience & Environment",High,Cafe
Guzel Koy Cafe,The restaurant is well located and above all it is nicely decorated and clean.,4,indoor_atmosphere,POSITIVE (4-5),14,9,Positive Overall Experience,Medium,Cafe
Guzel Koy Cafe,Good quality drinks and food.,5,taste,POSITIVE (4-5),5,9,Positive Overall Experience,Medium,Cafe
Cemo Etliekmek,Good location; no parking problem. The business is a little small. The products are considered good.. I didn't like the Sakarası dessert very much. Meat skewer and knife were not bad. Prices are normal..,4,outdoor_atmosphere,POSITIVE (4-5),34,9,Positive Overall Experience,Medium,Other / Unknown
Cemo Etliekmek,Employees are kind. Food is delicious,5,indoor_atmosphere,POSITIVE (4-5),6,5,Waiting Time & Service Friction,High,Other / Unknown
Cemo Etliekmek,The okra soup was hot and scrumptious to the broth. The meat loaf and tandoori kebab were excellent. We ate in the garden with pleasure in a cool weather.,5,taste,POSITIVE (4-5),29,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Cemo Etliekmek,One of my favorite places in Konya in terms of service; hygiene and taste.,4,outdoor_atmosphere,POSITIVE (4-5),14,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Cemo Etliekmek,It is one of the rare places where I can taste the Etli Ekmek I ate in my childhood.,5,indoor_atmosphere,POSITIVE (4-5),19,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Cemo Etliekmek,My wife and I liked the meat loaf very well; as the distance between the knives is very good. The downside was that there weren't enough toilets; we waited in line.,4,menu,POSITIVE (4-5),31,8,Burger Experience,High,Other / Unknown
Cemo Etliekmek,I had heard that meatloaf was good; but the taste was not that praiseworthy.,2,outdoor_atmosphere,NEGATIVE (1-2),14,8,Burger Experience,High,Other / Unknown
Cemo Etliekmek,The food is delicious; but the portions are very small and the prices are so high.,2,taste,NEGATIVE (1-2),16,3,Price & Value,High,Other / Unknown
Cemo Etliekmek,Waiters were better than Meram branch. Although the taste of Etliekmek is not very good; you can easily bring your guests from outside the city.,4,indoor_atmosphere,POSITIVE (4-5),25,9,Positive Overall Experience,Medium,Other / Unknown
Cemo Etliekmek,Prices are high; even for the yogurt we didn't order; we were charged.,1,menu,NEGATIVE (1-2),13,3,Price & Value,High,Other / Unknown
Cemo Etliekmek,Service is very slow. The ayran comes in advance; neither foam remains nor we saw here for the first time that buttermilk is paid.,1,taste,NEGATIVE (1-2),24,6,Staff & Service Quality,High,Other / Unknown
Korelee,The atmosphere of the place and the interest of the waiters were good. Food came fast and hot. We ordered spicy tabokki; it wasn't bitter; it tasted very good. We ordered cheese kimbab and it had cheddar in it. I don't recommend it to those who don't like seaweed.,4,menu,POSITIVE (4-5),49,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Korelee,"Atmosphere of the restourant was amazing, I felt times that I in Korea",4,outdoor_atmosphere,POSITIVE (4-5),13,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Korelee,The products were delicious; the service was fast; the employees were smiling and interested. Bulgogi mildly spiced meat was delicious.,5,taste,POSITIVE (4-5),20,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Korelee,We had very high expectations; but unfortunately we did not like it. Chicken was very sweet. Prices are not too high. You wait in line outside.,2,taste,NEGATIVE (1-2),26,3,Price & Value,High,Other / Unknown
Korelee,It was really nice; I liked it very much. Moreover; the prices are quite normal. Well done to everyone who worked there.,5,indoor_atmosphere,POSITIVE (4-5),22,9,Positive Overall Experience,Medium,Other / Unknown
Korelee,Kimbap wasn't for me; it's a tough flavor.,4,taste,POSITIVE (4-5),8,0,Food Taste & Satisfaction,Medium,Other / Unknown
Korelee,I don't know much about Korean cuisine; but I have tasted it. Chicken with soy sauce was cooked to a great consistency and served warm.,5,outdoor_atmosphere,POSITIVE (4-5),25,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Korelee,I had been to a different Korean restaurant before; the ambiance there really made me feel like I was in Korea. I couldn't feel that feeling here.,2,indoor_atmosphere,NEGATIVE (1-2),27,7,"Cleanliness, Ambience & Environment",High,Other / Unknown
Korelee,foods are good. but the environment and service is not a full korean experience.,3,menu,MIXED (3),14,2,Overall Dining Experience & Menu Variety,Medium,Other / Unknown
Korelee,Super taste; best rose rabokki I've ever eaten in my life. At the same time; we ordered a gimbap with kimchi; and we think it suits them very well.,5,taste,POSITIVE (4-5),29,0,Food Taste & Satisfaction,Medium,Other / Unknown
Korelee,A nice place where you can taste examples of Korean cuisine. The closest taste to Turkish cuisine on the menu. Traditional chicken. Prices are very reasonable.,4,outdoor_atmosphere,POSITIVE (4-5),26,1,Regional / Specialty Food Experience,Medium,Other / Unknown
Patso Burger,The flavor that I ate as a child is here; but there were many queues; as in all parts of Istanbul.,3,outdoor_atmosphere,MIXED (3),21,1,Regional / Specialty Food Experience,Medium,Burger
Patso Burger,Patso starts from 50tl. It comes with lots of potatoes in the bread wrapped in paper; dipped in ketchup or mayonnaise according to your needs. You have to eat standing up. It does not have a special flavor; but it is satisfying,3,taste,MIXED (3),42,2,Overall Dining Experience & Menu Variety,Medium,Burger
Patso Burger,There was no place to sit and eat; we ate standing. It tasted good.,4,indoor_atmosphere,POSITIVE (4-5),14,5,Waiting Time & Service Friction,High,Burger
Patso Burger,I have never eaten such a delicious patso until now. Recommended guys. And I went again and I will continue to go again.,5,menu,POSITIVE (4-5),23,2,Overall Dining Experience & Menu Variety,Medium,Burger
Patso Burger,I ate the big patso with sausage and cheddar; the potatoes are absolutely incomparable with the frozen flavorless potatoes of many places today. It is a perfect form of sausage bread; potatoes and cheddar blended with sauce; and it is satisfying.,5,outdoor_atmosphere,POSITIVE (4-5),41,8,Burger Experience,High,Burger
Patso Burger,We ate the classic patso burger. In other words; french fries between fresh sandwich bread; ketchup mayonnaise on top. It tasted very good. No seating; we went to the park right next door and ate there.,4,taste,POSITIVE (4-5),36,8,Burger Experience,High,Burger
Patso Burger,Prices are not real; we thought it was a camera joke.,3,menu,MIXED (3),11,3,Price & Value,High,Burger
Patso Burger,"It was very crowded, We wait while we're hungry!",1,indoor_atmosphere,NEGATIVE (1-2),9,5,Waiting Time & Service Friction,High,Burger
Patso Burger,Crispy on the outside; soft on the inside. It's always hot; it's a little crowded; there's no place to sit.,5,outdoor_atmosphere,POSITIVE (4-5),20,7,"Cleanliness, Ambience & Environment",High,Burger
